datetime,season,holiday,work_day,weather,temperature,apparent_temperature,humidity,windspeed,casual_renter_count,registered_renter_count,renter_count,month,day_of_month,day_of_week,hour_of_day
2011-06-14 21:00:00,2,0,1,1,76.28,87.908,56,19.9995,37,206,243,6,14,1,21
2011-06-14 22:00:00,2,0,1,1,74.804,81.095,60,15.0013,29,159,188,6,14,1,22
2011-06-14 23:00:00,2,0,1,1,73.328,79.727,68,15.0013,19,91,110,6,14,1,23
2011-06-15 00:00:00,2,0,1,1,73.328,79.727,64,23.9994,8,44,52,6,15,2,0
2011-06-15 01:00:00,2,0,1,1,71.852,78.368,64,19.0012,0,14,14,6,15,2,1
2011-06-15 02:00:00,2,0,1,1,70.376,77.0,63,15.0013,0,9,9,6,15,2,2
2011-06-15 03:00:00,2,0,1,1,68.9,75.632,68,16.9979,0,1,1,6,15,2,3
2011-06-15 04:00:00,2,0,1,1,68.9,75.632,63,19.0012,0,4,4,6,15,2,4
2011-06-15 05:00:00,2,0,1,1,67.424,74.273,67,19.0012,1,20,21,6,15,2,5
2011-06-15 06:00:00,2,0,1,1,68.9,75.632,63,16.9979,11,110,121,6,15,2,6
2011-06-15 07:00:00,2,0,1,1,71.852,78.368,60,8.9981,22,348,370,6,15,2,7
2011-06-15 08:00:00,2,0,1,1,74.804,81.095,53,8.9981,53,445,498,6,15,2,8
2011-06-15 09:00:00,2,0,1,1,76.28,87.908,49,0.0,22,185,207,6,15,2,9
2011-06-15 10:00:00,2,0,1,1,79.232,87.908,47,11.0014,27,108,135,6,15,2,10
2011-06-15 11:00:00,2,0,1,1,82.184,89.27600000000001,36,0.0,49,115,164,6,15,2,11
2011-06-15 12:00:00,2,0,1,1,83.66,89.27600000000001,34,15.0013,33,178,211,6,15,2,12
2011-06-15 13:00:00,2,0,1,1,86.612,90.635,28,19.0012,43,146,189,6,15,2,13
2011-06-15 14:00:00,2,0,1,1,86.612,90.635,28,0.0,50,128,178,6,15,2,14
2011-06-15 15:00:00,2,0,1,1,88.088,92.003,27,0.0,33,131,164,6,15,2,15
2011-06-15 16:00:00,2,0,1,1,88.088,92.003,27,8.9981,47,265,312,6,15,2,16
2011-06-15 17:00:00,2,0,1,1,86.612,90.635,28,7.0015,83,555,638,6,15,2,17
2011-06-15 18:00:00,2,0,1,1,85.136,90.635,32,8.9981,80,527,607,6,15,2,18
2011-06-15 19:00:00,2,0,1,1,83.66,89.27600000000001,37,19.0012,54,362,416,6,15,2,19
2011-06-15 20:00:00,2,0,1,1,80.708,87.908,44,11.0014,57,273,330,6,15,2,20
2011-06-15 21:00:00,2,0,1,1,79.232,87.908,47,15.0013,48,209,257,6,15,2,21
2011-06-15 22:00:00,2,0,1,1,77.756,87.908,50,7.0015,31,144,175,6,15,2,22
2011-06-15 23:00:00,2,0,1,1,77.756,87.908,53,0.0,17,90,107,6,15,2,23
2011-06-16 00:00:00,2,0,1,1,76.28,87.908,56,7.0015,9,38,47,6,16,3,0
2011-06-16 01:00:00,2,0,1,1,74.804,81.095,60,0.0,4,13,17,6,16,3,1
2011-06-16 02:00:00,2,0,1,1,76.28,87.908,56,6.0032,1,4,5,6,16,3,2
2011-06-16 03:00:00,2,0,1,2,73.328,79.727,73,6.0032,0,4,4,6,16,3,3
2011-06-16 04:00:00,2,0,1,2,73.328,79.727,68,7.0015,0,6,6,6,16,3,4
2011-06-16 05:00:00,2,0,1,1,76.28,86.549,64,12.998,7,18,25,6,16,3,5
2011-06-16 06:00:00,2,0,1,3,74.804,81.095,73,11.0014,8,104,112,6,16,3,6
2011-06-16 07:00:00,2,0,1,3,73.328,79.727,78,11.0014,16,172,188,6,16,3,7
2011-06-16 08:00:00,2,0,1,2,76.28,85.18100000000001,69,8.9981,24,364,388,6,16,3,8
2011-06-16 09:00:00,2,0,1,2,77.756,86.549,65,12.998,29,232,261,6,16,3,9
2011-06-16 10:00:00,2,0,1,2,80.708,87.908,61,16.9979,18,103,121,6,16,3,10
2011-06-16 11:00:00,2,0,1,2,82.184,89.27600000000001,61,19.9995,33,117,150,6,16,3,11
2011-06-16 12:00:00,2,0,1,1,85.136,92.003,54,26.0027,41,165,206,6,16,3,12
2011-06-16 13:00:00,2,0,1,2,85.136,92.003,54,16.9979,37,114,151,6,16,3,13
2011-06-16 14:00:00,2,0,1,2,85.136,92.003,54,22.0028,39,114,153,6,16,3,14
2011-06-16 15:00:00,2,0,1,2,83.66,90.635,61,19.9995,32,127,159,6,16,3,15
2011-06-16 16:00:00,2,0,1,3,80.708,87.908,69,12.998,36,258,294,6,16,3,16
2011-06-16 17:00:00,2,0,1,2,79.232,85.18100000000001,78,7.0015,42,230,272,6,16,3,17
2011-06-16 18:00:00,2,0,1,1,79.232,83.822,83,15.0013,26,299,325,6,16,3,18
2011-06-16 19:00:00,2,0,1,1,77.756,83.822,83,19.0012,58,269,327,6,16,3,19
2011-06-16 20:00:00,2,0,1,1,77.756,83.822,83,22.0028,25,176,201,6,16,3,20
2011-06-16 21:00:00,2,0,1,3,77.756,83.822,83,16.9979,34,154,188,6,16,3,21
2011-06-16 22:00:00,2,0,1,3,77.756,83.822,83,16.9979,24,127,151,6,16,3,22
2011-06-16 23:00:00,2,0,1,3,76.28,82.45400000000001,83,16.9979,2,14,16,6,16,3,23
2011-06-17 00:00:00,2,0,1,1,73.328,79.727,88,6.0032,3,21,24,6,17,4,0
2011-06-17 01:00:00,2,0,1,1,73.328,79.727,94,8.9981,4,19,23,6,17,4,1
2011-06-17 02:00:00,2,0,1,1,73.328,79.727,94,7.0015,2,11,13,6,17,4,2
2011-06-17 03:00:00,2,0,1,1,73.328,79.727,94,7.0015,1,5,6,6,17,4,3
2011-06-17 04:00:00,2,0,1,1,71.852,78.368,94,8.9981,1,5,6,6,17,4,4
2011-06-17 05:00:00,2,0,1,1,71.852,78.368,100,0.0,1,12,13,6,17,4,5
2011-06-17 06:00:00,2,0,1,1,73.328,79.727,94,0.0,8,89,97,6,17,4,6
2011-06-17 07:00:00,2,0,1,1,76.28,82.45400000000001,83,0.0,25,225,250,6,17,4,7
2011-06-17 08:00:00,2,0,1,2,76.28,82.45400000000001,83,0.0,28,426,454,6,17,4,8
2011-06-17 09:00:00,2,0,1,1,83.66,90.635,58,12.998,28,196,224,6,17,4,9
2011-06-17 10:00:00,2,0,1,1,83.66,90.635,58,12.998,44,126,170,6,17,4,10
2011-06-17 11:00:00,2,0,1,1,82.184,89.27600000000001,69,16.9979,43,138,181,6,17,4,11
2011-06-17 12:00:00,2,0,1,1,83.66,90.635,65,16.9979,49,194,243,6,17,4,12
2011-06-17 13:00:00,2,0,1,1,86.612,93.36200000000001,62,19.0012,48,156,204,6,17,4,13
2011-06-17 14:00:00,2,0,1,1,88.088,94.73,52,12.998,73,142,215,6,17,4,14
2011-06-17 15:00:00,2,0,1,1,89.564,94.73,43,15.0013,62,181,243,6,17,4,15
2011-06-17 16:00:00,2,0,1,1,88.088,93.36200000000001,45,11.0014,69,286,355,6,17,4,16
2011-06-17 17:00:00,2,0,1,3,88.088,93.36200000000001,40,12.998,85,467,552,6,17,4,17
2011-06-17 18:00:00,2,0,1,3,88.088,93.36200000000001,40,12.998,62,388,450,6,17,4,18
2011-06-17 19:00:00,2,0,1,3,79.232,83.822,83,16.9979,53,275,328,6,17,4,19
2011-06-17 20:00:00,2,0,1,1,79.232,85.18100000000001,78,7.0015,40,192,232,6,17,4,20
2011-06-17 21:00:00,2,0,1,1,79.232,85.18100000000001,78,6.0032,49,159,208,6,17,4,21
2011-06-17 22:00:00,2,0,1,1,77.756,82.45400000000001,88,8.9981,48,127,175,6,17,4,22
2011-06-17 23:00:00,2,0,1,1,77.756,83.822,83,8.9981,37,141,178,6,17,4,23
2011-06-18 00:00:00,2,0,0,1,77.756,82.45400000000001,88,8.9981,21,83,104,6,18,5,0
2011-06-18 01:00:00,2,0,0,1,77.756,83.822,83,7.0015,15,80,95,6,18,5,1
2011-06-18 02:00:00,2,0,0,1,76.28,81.095,88,0.0,16,37,53,6,18,5,2
2011-06-18 03:00:00,2,0,0,1,76.28,81.095,88,6.0032,4,16,20,6,18,5,3
2011-06-18 04:00:00,2,0,0,1,76.28,81.095,88,6.0032,1,4,5,6,18,5,4
2011-06-18 05:00:00,2,0,0,1,77.756,83.822,83,0.0,1,6,7,6,18,5,5
2011-06-18 06:00:00,2,0,0,1,77.756,83.822,83,7.0015,9,18,27,6,18,5,6
2011-06-18 07:00:00,2,0,0,1,79.232,85.18100000000001,78,8.9981,12,45,57,6,18,5,7
2011-06-18 08:00:00,2,0,0,1,80.708,86.549,78,6.0032,28,103,131,6,18,5,8
2011-06-18 09:00:00,2,0,0,1,83.66,90.635,61,15.0013,62,156,218,6,18,5,9
2011-06-18 10:00:00,2,0,0,1,85.136,93.36200000000001,62,12.998,68,176,244,6,18,5,10
2011-06-18 11:00:00,2,0,0,1,85.136,93.36200000000001,62,8.9981,134,270,404,6,18,5,11
2011-06-18 12:00:00,2,0,0,1,86.612,94.73,66,6.0032,162,258,420,6,18,5,12
2011-06-18 13:00:00,2,0,0,1,88.088,94.73,55,0.0,135,192,327,6,18,5,13
2011-06-18 14:00:00,2,0,0,2,91.03999999999999,97.45700000000001,46,19.0012,138,196,334,6,18,5,14
2011-06-18 15:00:00,2,0,0,2,92.51599999999999,100.18400000000001,46,8.9981,153,214,367,6,18,5,15
2011-06-18 16:00:00,2,0,0,2,88.088,94.73,52,15.0013,193,275,468,6,18,5,16
2011-06-18 17:00:00,2,0,0,2,88.088,93.36200000000001,48,11.0014,210,239,449,6,18,5,17
2011-06-18 18:00:00,2,0,0,2,86.612,93.36200000000001,55,12.998,118,263,381,6,18,5,18
2011-06-18 19:00:00,2,0,0,2,86.612,92.003,51,7.0015,99,227,326,6,18,5,19
2011-06-18 20:00:00,2,0,0,2,85.136,92.003,58,8.9981,61,127,188,6,18,5,20
2011-06-18 21:00:00,2,0,0,2,85.136,93.36200000000001,66,7.0015,58,125,183,6,18,5,21
2011-06-18 22:00:00,2,0,0,2,85.136,93.36200000000001,62,8.9981,56,105,161,6,18,5,22
2011-06-18 23:00:00,2,0,0,2,85.136,93.36200000000001,62,0.0,53,97,150,6,18,5,23
2011-06-19 00:00:00,2,0,0,1,83.66,90.635,65,0.0,18,71,89,6,19,6,0
2011-06-19 01:00:00,2,0,0,2,83.66,90.635,65,6.0032,17,59,76,6,19,6,1
2011-06-19 02:00:00,2,0,0,1,82.184,89.27600000000001,74,6.0032,13,59,72,6,19,6,2
2011-06-19 03:00:00,2,0,0,2,80.708,86.549,78,8.9981,14,16,30,6,19,6,3
2011-06-19 04:00:00,2,0,0,2,80.708,87.908,74,8.9981,7,10,17,6,19,6,4
2011-06-19 05:00:00,2,0,0,2,80.708,86.549,78,0.0,7,12,19,6,19,6,5
2011-06-19 06:00:00,2,0,0,2,80.708,86.549,78,11.0014,11,22,33,6,19,6,6
2011-06-19 07:00:00,2,0,0,2,80.708,86.549,78,11.0014,35,36,71,6,19,6,7
2011-06-19 08:00:00,2,0,0,3,82.184,89.27600000000001,74,7.0015,25,59,84,6,19,6,8
2011-06-19 09:00:00,2,0,0,2,82.184,89.27600000000001,74,7.0015,58,111,169,6,19,6,9
2011-06-19 10:00:00,2,0,0,2,83.66,90.635,61,7.0015,86,158,244,6,19,6,10
2011-06-19 11:00:00,2,0,0,2,85.136,92.003,58,6.0032,141,236,377,6,19,6,11
2011-06-19 12:00:00,2,0,0,2,86.612,93.36200000000001,55,6.0032,141,255,396,6,19,6,12
2011-06-19 13:00:00,2,0,0,2,86.612,92.003,51,0.0,149,214,363,6,19,6,13
2011-06-19 14:00:00,2,0,0,3,86.612,93.36200000000001,58,7.0015,124,193,317,6,19,6,14
2011-06-19 15:00:00,2,0,0,2,86.612,93.36200000000001,55,7.0015,146,216,362,6,19,6,15
2011-06-19 16:00:00,2,0,0,2,88.088,93.36200000000001,48,0.0,121,257,378,6,19,6,16
2011-06-19 17:00:00,2,0,0,1,86.612,92.003,51,0.0,159,238,397,6,19,6,17
2011-06-19 18:00:00,2,0,0,2,86.612,93.36200000000001,58,6.0032,78,218,296,6,19,6,18
2011-06-19 19:00:00,2,0,0,1,85.136,93.36200000000001,62,8.9981,94,217,311,6,19,6,19
2011-06-19 20:00:00,2,0,0,1,83.66,90.635,70,12.998,86,146,232,6,19,6,20
2011-06-19 21:00:00,2,0,0,1,82.184,89.27600000000001,79,8.9981,57,110,167,6,19,6,21
2011-06-19 22:00:00,2,0,0,1,80.708,86.549,78,15.0013,38,114,152,6,19,6,22
2011-06-19 23:00:00,2,0,0,1,80.708,86.549,78,12.998,14,78,92,6,19,6,23
2011-07-01 00:00:00,3,0,1,1,80.708,87.908,50,0.0,20,48,68,7,1,4,0
2011-07-01 01:00:00,3,0,1,1,80.708,87.908,50,0.0,15,16,31,7,1,4,1
2011-07-01 02:00:00,3,0,1,1,77.756,86.549,69,0.0,6,7,13,7,1,4,2
2011-07-01 03:00:00,3,0,1,1,79.232,87.908,53,0.0,5,6,11,7,1,4,3
2011-07-01 04:00:00,3,0,1,1,77.756,87.908,57,0.0,1,5,6,7,1,4,4
2011-07-01 05:00:00,3,0,1,1,76.28,86.549,64,8.9981,3,27,30,7,1,4,5
2011-07-01 06:00:00,3,0,1,1,77.756,86.549,61,8.9981,11,97,108,7,1,4,6
2011-07-01 07:00:00,3,0,1,1,80.708,87.908,54,7.0015,25,218,243,7,1,4,7
2011-07-01 08:00:00,3,0,1,1,83.66,89.27600000000001,42,11.0014,39,453,492,7,1,4,8
2011-07-01 09:00:00,3,0,1,1,86.612,90.635,35,11.0014,58,202,260,7,1,4,9
2011-07-01 10:00:00,3,0,1,1,88.088,92.003,33,11.0014,61,109,170,7,1,4,10
2011-07-01 11:00:00,3,0,1,1,91.03999999999999,94.73,26,0.0,68,146,214,7,1,4,11
2011-07-01 12:00:00,3,0,1,1,91.03999999999999,94.73,26,0.0,83,180,263,7,1,4,12
2011-07-01 13:00:00,3,0,1,1,91.03999999999999,93.36200000000001,24,0.0,83,209,292,7,1,4,13
2011-07-01 14:00:00,3,0,1,1,92.51599999999999,94.73,23,12.998,78,225,303,7,1,4,14
2011-07-01 15:00:00,3,0,1,1,92.51599999999999,94.73,21,16.9979,82,299,381,7,1,4,15
2011-07-01 16:00:00,3,0,1,1,92.51599999999999,94.73,17,0.0,85,342,427,7,1,4,16
2011-07-01 17:00:00,3,0,1,1,92.51599999999999,94.73,21,12.998,99,362,461,7,1,4,17
2011-07-01 18:00:00,3,0,1,1,91.03999999999999,93.36200000000001,24,16.9979,98,324,422,7,1,4,18
2011-07-01 19:00:00,3,0,1,1,89.564,92.003,25,12.998,80,238,318,7,1,4,19
2011-07-01 20:00:00,3,0,1,1,85.136,90.635,42,15.0013,84,185,269,7,1,4,20
2011-07-01 21:00:00,3,0,1,1,83.66,89.27600000000001,45,12.998,69,149,218,7,1,4,21
2011-07-01 22:00:00,3,0,1,1,83.66,89.27600000000001,42,0.0,49,173,222,7,1,4,22
2011-07-01 23:00:00,3,0,1,1,82.184,89.27600000000001,47,6.0032,44,96,140,7,1,4,23
2011-07-02 00:00:00,3,0,0,1,82.184,89.27600000000001,47,6.0032,31,84,115,7,2,5,0
2011-07-02 01:00:00,3,0,0,1,80.708,87.908,54,0.0,20,58,78,7,2,5,1
2011-07-02 02:00:00,3,0,0,1,79.232,87.908,53,0.0,9,43,52,7,2,5,2
2011-07-02 03:00:00,3,0,0,1,79.232,87.908,53,0.0,5,21,26,7,2,5,3
2011-07-02 04:00:00,3,0,0,1,77.756,86.549,61,0.0,3,8,11,7,2,5,4
2011-07-02 05:00:00,3,0,0,1,74.804,81.095,73,7.0015,1,13,14,7,2,5,5
2011-07-02 06:00:00,3,0,0,1,77.756,86.549,69,7.0015,11,21,32,7,2,5,6
2011-07-02 07:00:00,3,0,0,1,79.232,86.549,65,0.0,10,35,45,7,2,5,7
2011-07-02 08:00:00,3,0,0,1,82.184,89.27600000000001,57,0.0,38,94,132,7,2,5,8
2011-07-02 09:00:00,3,0,0,1,86.612,92.003,51,6.0032,55,124,179,7,2,5,9
2011-07-02 10:00:00,3,0,0,1,91.03999999999999,96.089,36,0.0,103,168,271,7,2,5,10
2011-07-02 11:00:00,3,0,0,1,91.03999999999999,96.089,36,6.0032,144,213,357,7,2,5,11
2011-07-02 12:00:00,3,0,0,1,92.51599999999999,96.089,30,8.9981,142,232,374,7,2,5,12
2011-07-02 13:00:00,3,0,0,1,92.51599999999999,96.089,30,7.0015,178,226,404,7,2,5,13
2011-07-02 14:00:00,3,0,0,1,93.99199999999999,96.089,20,0.0,177,215,392,7,2,5,14
2011-07-02 15:00:00,3,0,0,1,95.46799999999999,97.45700000000001,19,11.0014,168,163,331,7,2,5,15
2011-07-02 16:00:00,3,0,0,1,96.944,98.816,22,15.0013,206,192,398,7,2,5,16
2011-07-02 17:00:00,3,0,0,1,93.99199999999999,97.45700000000001,30,15.0013,179,170,349,7,2,5,17
2011-07-02 18:00:00,3,0,0,1,92.51599999999999,96.089,30,19.0012,193,190,383,7,2,5,18
2011-07-02 19:00:00,3,0,0,1,91.03999999999999,94.73,33,15.0013,156,149,305,7,2,5,19
2011-07-02 20:00:00,3,0,0,1,88.088,93.36200000000001,45,19.0012,136,148,284,7,2,5,20
2011-07-02 21:00:00,3,0,0,1,86.612,92.003,48,12.998,95,137,232,7,2,5,21
2011-07-02 22:00:00,3,0,0,1,85.136,92.003,51,11.0014,78,123,201,7,2,5,22
2011-07-02 23:00:00,3,0,0,1,85.136,92.003,54,19.0012,66,88,154,7,2,5,23
2011-07-03 00:00:00,3,0,0,1,83.66,90.635,58,15.0013,47,97,144,7,3,6,0
2011-07-03 01:00:00,3,0,0,2,83.66,90.635,61,11.0014,23,55,78,7,3,6,1
2011-07-03 02:00:00,3,0,0,1,83.66,90.635,58,12.998,19,50,69,7,3,6,2
2011-07-03 03:00:00,3,0,0,3,82.184,89.27600000000001,65,6.0032,8,25,33,7,3,6,3
2011-07-03 04:00:00,3,0,0,3,82.184,89.27600000000001,65,6.0032,3,2,5,7,3,6,4
2011-07-03 05:00:00,3,0,0,3,77.756,83.822,83,12.998,0,1,1,7,3,6,5
2011-07-03 06:00:00,3,0,0,2,77.756,81.095,94,6.0032,0,3,3,7,3,6,6
2011-07-03 07:00:00,3,0,0,2,79.232,83.822,89,12.998,3,22,25,7,3,6,7
2011-07-03 08:00:00,3,0,0,1,82.184,89.27600000000001,79,15.0013,39,53,92,7,3,6,8
2011-07-03 09:00:00,3,0,0,1,83.66,92.003,74,16.9979,82,99,181,7,3,6,9
2011-07-03 10:00:00,3,0,0,1,86.612,94.73,66,11.0014,131,133,264,7,3,6,10
2011-07-03 11:00:00,3,0,0,1,88.088,96.089,62,7.0015,215,175,390,7,3,6,11
2011-07-03 12:00:00,3,0,0,1,91.03999999999999,100.18400000000001,55,7.0015,198,206,404,7,3,6,12
2011-07-03 13:00:00,3,0,0,1,91.03999999999999,101.54299999999999,59,15.0013,248,173,421,7,3,6,13
2011-07-03 14:00:00,3,0,0,1,92.51599999999999,102.911,56,16.9979,225,150,375,7,3,6,14
2011-07-03 15:00:00,3,0,0,1,93.99199999999999,104.27,53,19.9995,194,182,376,7,3,6,15
2011-07-03 16:00:00,3,0,0,1,93.99199999999999,104.27,53,19.9995,195,219,414,7,3,6,16
2011-07-03 17:00:00,3,0,0,3,91.03999999999999,98.816,49,56.9969,181,177,358,7,3,6,17
2011-07-03 18:00:00,3,0,0,3,91.03999999999999,98.816,49,56.9969,74,107,181,7,3,6,18
2011-07-03 19:00:00,3,0,0,2,80.708,86.549,83,12.998,100,83,183,7,3,6,19
2011-07-03 20:00:00,3,0,0,3,80.708,86.549,83,0.0,83,93,176,7,3,6,20
2011-07-03 21:00:00,3,0,0,2,80.708,86.549,83,11.0014,75,92,167,7,3,6,21
2011-07-03 22:00:00,3,0,0,2,80.708,86.549,78,7.0015,69,93,162,7,3,6,22
2011-07-03 23:00:00,3,0,0,1,79.232,83.822,83,11.0014,70,77,147,7,3,6,23
2011-07-04 00:00:00,3,1,0,1,79.232,83.822,83,8.9981,63,77,140,7,4,0,0
2011-07-04 01:00:00,3,1,0,1,79.232,83.822,83,6.0032,43,76,119,7,4,0,1
2011-07-04 02:00:00,3,1,0,1,79.232,83.822,83,0.0,33,30,63,7,4,0,2
2011-07-04 03:00:00,3,1,0,1,79.232,85.18100000000001,78,0.0,13,13,26,7,4,0,3
2011-07-04 04:00:00,3,1,0,2,80.708,86.549,78,6.0032,8,4,12,7,4,0,4
2011-07-04 05:00:00,3,1,0,2,79.232,83.822,83,8.9981,1,3,4,7,4,0,5
2011-07-04 06:00:00,3,1,0,1,79.232,83.822,89,11.0014,5,11,16,7,4,0,6
2011-07-04 07:00:00,3,1,0,1,80.708,86.549,83,8.9981,17,19,36,7,4,0,7
2011-07-04 08:00:00,3,1,0,1,83.66,92.003,74,7.0015,42,44,86,7,4,0,8
2011-07-04 09:00:00,3,1,0,2,85.136,93.36200000000001,66,6.0032,142,96,238,7,4,0,9
2011-07-04 10:00:00,3,1,0,2,88.088,94.73,55,6.0032,166,114,280,7,4,0,10
2011-07-04 11:00:00,3,1,0,2,88.088,94.73,55,6.0032,177,172,349,7,4,0,11
2011-07-04 12:00:00,3,1,0,2,89.564,96.089,52,0.0,237,210,447,7,4,0,12
2011-07-04 13:00:00,3,1,0,2,89.564,96.089,49,0.0,242,181,423,7,4,0,13
2011-07-04 14:00:00,3,1,0,1,91.03999999999999,97.45700000000001,46,0.0,235,173,408,7,4,0,14
2011-07-04 15:00:00,3,1,0,1,92.51599999999999,98.816,43,6.0032,224,184,408,7,4,0,15
2011-07-04 16:00:00,3,1,0,1,92.51599999999999,98.816,41,0.0,236,216,452,7,4,0,16
2011-07-04 17:00:00,3,1,0,1,91.03999999999999,97.45700000000001,46,0.0,240,196,436,7,4,0,17
2011-07-04 18:00:00,3,1,0,1,91.03999999999999,97.45700000000001,46,8.9981,222,196,418,7,4,0,18
2011-07-04 19:00:00,3,1,0,2,89.564,96.089,49,11.0014,170,205,375,7,4,0,19
2011-07-04 20:00:00,3,1,0,2,88.088,94.73,55,7.0015,195,191,386,7,4,0,20
2011-07-04 21:00:00,3,1,0,2,86.612,93.36200000000001,62,7.0015,195,262,457,7,4,0,21
2011-07-04 22:00:00,3,1,0,2,86.612,93.36200000000001,62,8.9981,115,211,326,7,4,0,22
2011-07-04 23:00:00,3,1,0,2,85.136,93.36200000000001,70,7.0015,44,94,138,7,4,0,23
2011-07-05 00:00:00,3,0,1,2,83.66,90.635,65,11.0014,19,36,55,7,5,1,0
2011-07-05 01:00:00,3,0,1,1,83.66,90.635,65,7.0015,15,24,39,7,5,1,1
2011-07-05 02:00:00,3,0,1,1,80.708,87.908,74,6.0032,8,5,13,7,5,1,2
2011-07-05 03:00:00,3,0,1,1,80.708,87.908,74,15.0013,1,7,8,7,5,1,3
2011-07-05 04:00:00,3,0,1,1,80.708,87.908,69,11.0014,1,4,5,7,5,1,4
2011-07-05 05:00:00,3,0,1,1,80.708,87.908,69,0.0,1,19,20,7,5,1,5
2011-07-05 06:00:00,3,0,1,1,80.708,87.908,74,6.0032,3,91,94,7,5,1,6
2011-07-05 07:00:00,3,0,1,1,83.66,90.635,65,6.0032,22,248,270,7,5,1,7
2011-07-05 08:00:00,3,0,1,1,85.136,93.36200000000001,62,8.9981,41,391,432,7,5,1,8
2011-07-05 09:00:00,3,0,1,1,86.612,93.36200000000001,58,8.9981,50,177,227,7,5,1,9
2011-07-05 10:00:00,3,0,1,1,88.088,94.73,52,7.0015,55,84,139,7,5,1,10
2011-07-05 11:00:00,3,0,1,1,89.564,94.73,46,7.0015,75,97,172,7,5,1,11
2011-07-05 12:00:00,3,0,1,1,91.03999999999999,97.45700000000001,43,7.0015,71,130,201,7,5,1,12
2011-07-05 13:00:00,3,0,1,1,92.51599999999999,98.816,43,7.0015,67,136,203,7,5,1,13
2011-07-05 14:00:00,3,0,1,1,91.03999999999999,98.816,49,11.0014,66,112,178,7,5,1,14
2011-07-05 15:00:00,3,0,1,1,92.51599999999999,98.816,43,0.0,51,111,162,7,5,1,15
2011-07-05 16:00:00,3,0,1,1,92.51599999999999,100.18400000000001,46,7.0015,79,202,281,7,5,1,16
2011-07-05 17:00:00,3,0,1,1,92.51599999999999,100.18400000000001,46,7.0015,79,466,545,7,5,1,17
2011-07-05 18:00:00,3,0,1,1,91.03999999999999,100.18400000000001,55,11.0014,70,426,496,7,5,1,18
2011-07-05 19:00:00,3,0,1,1,91.03999999999999,101.54299999999999,59,8.9981,71,297,368,7,5,1,19
2011-07-05 20:00:00,3,0,1,1,88.088,97.45700000000001,66,7.0015,59,225,284,7,5,1,20
2011-07-05 21:00:00,3,0,1,1,89.564,98.816,62,16.9979,77,168,245,7,5,1,21
2011-07-05 22:00:00,3,0,1,1,88.088,97.45700000000001,66,15.0013,31,124,155,7,5,1,22
2011-07-05 23:00:00,3,0,1,1,86.612,94.73,66,11.0014,19,54,73,7,5,1,23
2011-07-06 00:00:00,3,0,1,1,85.136,94.73,74,12.998,11,26,37,7,6,2,0
2011-07-06 01:00:00,3,0,1,1,83.66,92.003,74,8.9981,4,11,15,7,6,2,1
2011-07-06 02:00:00,3,0,1,1,83.66,92.003,79,6.0032,1,4,5,7,6,2,2
2011-07-06 03:00:00,3,0,1,1,83.66,92.003,79,0.0,0,6,6,7,6,2,3
2011-07-06 04:00:00,3,0,1,2,82.184,89.27600000000001,83,6.0032,0,6,6,7,6,2,4
2011-07-06 05:00:00,3,0,1,1,82.184,89.27600000000001,83,6.0032,5,30,35,7,6,2,5
2011-07-06 06:00:00,3,0,1,1,83.66,92.003,79,6.0032,9,112,121,7,6,2,6
2011-07-06 07:00:00,3,0,1,2,85.136,94.73,79,0.0,24,288,312,7,6,2,7
2011-07-06 08:00:00,3,0,1,2,85.136,94.73,74,7.0015,31,397,428,7,6,2,8
2011-07-06 09:00:00,3,0,1,3,83.66,92.003,79,12.998,31,158,189,7,6,2,9
2011-07-06 10:00:00,3,0,1,3,83.66,92.003,79,6.0032,13,30,43,7,6,2,10
2011-07-06 11:00:00,3,0,1,2,85.136,94.73,74,0.0,24,103,127,7,6,2,11
2011-07-06 12:00:00,3,0,1,2,86.612,94.73,66,6.0032,38,114,152,7,6,2,12
2011-07-06 13:00:00,3,0,1,2,86.612,94.73,70,7.0015,33,107,140,7,6,2,13
2011-07-06 14:00:00,3,0,1,1,88.088,97.45700000000001,66,19.0012,50,113,163,7,6,2,14
2011-07-06 15:00:00,3,0,1,1,88.088,97.45700000000001,70,19.0012,55,130,185,7,6,2,15
2011-07-06 16:00:00,3,0,1,1,88.088,97.45700000000001,70,16.9979,57,218,275,7,6,2,16
2011-07-06 17:00:00,3,0,1,1,89.564,98.816,59,15.0013,79,517,596,7,6,2,17
2011-07-06 18:00:00,3,0,1,1,88.088,96.089,62,12.998,77,486,563,7,6,2,18
2011-07-06 19:00:00,3,0,1,1,86.612,94.73,70,15.0013,71,323,394,7,6,2,19
2011-07-06 20:00:00,3,0,1,1,85.136,94.73,74,16.9979,55,257,312,7,6,2,20
2011-07-06 21:00:00,3,0,1,1,83.66,92.003,79,12.998,66,175,241,7,6,2,21
2011-07-06 22:00:00,3,0,1,1,83.66,92.003,79,12.998,30,156,186,7,6,2,22
2011-07-06 23:00:00,3,0,1,1,82.184,89.27600000000001,83,15.0013,20,78,98,7,6,2,23
2011-07-07 00:00:00,3,0,1,1,80.708,85.18100000000001,89,8.9981,6,29,35,7,7,3,0
2011-07-07 01:00:00,3,0,1,1,80.708,85.18100000000001,89,12.998,2,14,16,7,7,3,1
2011-07-07 02:00:00,3,0,1,1,80.708,85.18100000000001,89,12.998,1,7,8,7,7,3,2
