temperature,apparent_temperature,humidity,windspeed,rental_count
62.996,70.178,82,12.998,61
62.996,70.178,82,16.9979,95
64.47200000000001,71.54599999999998,77,12.998,61
62.996,70.178,77,16.9979,106
64.47200000000001,71.54599999999998,72,19.0012,81
65.94800000000001,72.905,67,19.0012,142
65.94800000000001,72.905,67,19.9995,309
64.47200000000001,71.54599999999998,62,26.0027,321
64.47200000000001,71.54599999999998,62,16.9979,175
64.47200000000001,71.54599999999998,62,16.9979,126
62.996,70.178,67,11.0014,117
62.996,70.178,67,12.998,99
61.52,68.81899999999999,71,8.9981,62
60.044,67.45100000000001,76,8.9981,21
60.044,67.45100000000001,76,15.0013,10
58.568000000000005,63.365,76,8.9981,3
57.092,61.997,81,8.9981,2
57.092,64.72399999999999,76,0.0,9
57.092,63.365,76,6.0032,14
57.092,63.365,76,7.0015,70
60.044,67.45100000000001,66,0.0,193
62.996,70.178,58,11.0014,337
65.94800000000001,72.905,51,8.9981,170
68.9,75.632,51,12.998,89
70.376,77.0,45,11.0014,115
71.852,78.368,42,8.9981,145
73.328,79.727,37,15.0013,159
73.328,79.727,35,6.0032,137
76.28,87.90799999999999,31,6.0032,142
76.28,86.54899999999999,26,7.0015,202
76.28,86.54899999999999,28,0.0,388
73.328,79.727,30,0.0,337
71.852,78.368,32,0.0,259
68.9,75.632,51,12.998,169
65.94800000000001,72.905,63,8.9981,145
67.42399999999999,74.273,55,7.0015,104
65.94800000000001,72.905,59,7.0015,47
64.47200000000001,71.54599999999998,67,0.0,27
64.47200000000001,71.54599999999998,62,0.0,15
61.52,68.81899999999999,76,0.0,18
61.52,68.81899999999999,76,0.0,3
60.044,67.45100000000001,82,6.0032,3
58.568000000000005,64.72399999999999,81,7.0015,13
58.568000000000005,64.72399999999999,81,6.0032,47
61.52,68.81899999999999,71,11.0014,149
64.47200000000001,71.54599999999998,62,19.9995,300
68.9,75.632,55,12.998,178
68.9,75.632,55,12.998,122
70.376,77.0,55,12.998,136
70.376,77.0,55,19.0012,200
71.852,78.368,52,16.9979,180
71.852,78.368,52,16.9979,163
71.852,78.368,52,30.0026,162
70.376,77.0,55,32.9975,243
68.9,75.632,63,26.0027,331
65.94800000000001,72.905,67,26.0027,263
62.996,70.178,77,26.0027,209
61.52,68.81899999999999,76,22.0028,118
61.52,68.81899999999999,76,19.9995,102
60.044,67.45100000000001,82,26.0027,80
58.568000000000005,63.365,81,12.998,64
58.568000000000005,63.365,81,15.0013,43
58.568000000000005,61.997,87,19.0012,33
58.568000000000005,63.365,87,8.9981,24
58.568000000000005,63.365,87,11.0014,14
58.568000000000005,63.365,87,15.0013,5
60.044,67.45100000000001,87,19.0012,4
61.52,68.81899999999999,82,22.0028,10
61.52,68.81899999999999,82,27.9993,21
61.52,68.81899999999999,87,23.9994,45
61.52,68.81899999999999,100,19.9995,29
62.996,70.178,94,26.0027,22
62.996,70.178,94,30.0026,31
65.94800000000001,72.905,88,39.0007,32
65.94800000000001,72.905,94,35.0008,58
70.376,77.0,83,39.0007,63
70.376,77.0,83,39.0007,78
68.9,75.632,88,31.0009,33
68.9,75.632,88,39.0007,15
68.9,75.632,94,26.0027,38
70.376,77.0,94,27.9993,71
64.47200000000001,71.54599999999998,94,15.0013,53
64.47200000000001,71.54599999999998,94,0.0,14
62.996,70.178,100,0.0,24
64.47200000000001,71.54599999999998,77,19.0012,35
64.47200000000001,71.54599999999998,77,19.0012,33
62.996,70.178,67,15.0013,31
61.52,68.81899999999999,62,12.998,29
61.52,68.81899999999999,66,8.9981,25
58.568000000000005,64.72399999999999,76,7.0015,7
58.568000000000005,63.365,71,11.0014,3
58.568000000000005,60.63800000000001,66,30.0026,8
58.568000000000005,61.997,50,23.9994,16
60.044,67.45100000000001,46,26.0027,43
61.52,68.81899999999999,43,19.0012,102
62.996,70.178,44,30.0026,211
65.94800000000001,72.905,41,27.9993,304
65.94800000000001,72.905,38,26.0027,354
68.9,75.632,34,26.0027,343
70.376,77.0,34,26.0027,361
71.852,78.368,32,35.0008,388
71.852,78.368,30,23.9994,343
73.328,79.727,30,30.0026,306
73.328,79.727,30,26.0027,277
73.328,79.727,30,19.9995,210
70.376,77.0,36,12.998,141
68.9,75.632,42,12.998,83
68.9,75.632,39,7.0015,70
64.47200000000001,71.54599999999998,67,11.0014,56
65.94800000000001,72.905,47,6.0032,39
65.94800000000001,72.905,47,8.9981,19
62.996,70.178,67,7.0015,16
62.996,70.178,62,7.0015,7
61.52,68.81899999999999,87,11.0014,6
61.52,68.81899999999999,76,6.0032,16
61.52,68.81899999999999,82,0.0,54
65.94800000000001,72.905,63,0.0,168
65.94800000000001,72.905,63,0.0,297
68.9,75.632,55,7.0015,169
70.376,77.0,55,7.0015,109
71.852,78.368,52,6.0032,123
73.328,79.727,49,6.0032,184
73.328,79.727,49,11.0014,169
74.804,81.095,49,12.998,144
76.28,87.90799999999999,43,12.998,176
76.28,87.90799999999999,46,19.0012,205
74.804,81.095,49,19.0012,428
79.232,87.90799999999999,31,23.9994,362
73.328,79.727,46,16.9979,286
76.28,87.90799999999999,33,19.9995,165
73.328,79.727,37,19.0012,151
70.376,77.0,55,19.0012,90
68.9,75.632,59,16.9979,46
68.9,75.632,55,15.0013,25
65.94800000000001,72.905,63,15.0013,7
65.94800000000001,72.905,67,19.0012,13
67.42399999999999,74.273,63,15.0013,3
65.94800000000001,72.905,67,6.0032,5
65.94800000000001,72.905,72,12.998,18
67.42399999999999,74.273,67,0.0,65
70.376,77.0,55,0.0,188
68.9,75.632,68,8.9981,351
70.376,77.0,63,6.0032,162
68.9,75.632,72,15.0013,75
71.852,78.368,68,11.0014,72
71.852,78.368,64,6.0032,103
71.852,78.368,68,15.0013,129
71.852,78.368,64,12.998,107
71.852,78.368,65,11.0014,127
73.328,79.727,52,19.9995,192
73.328,79.727,60,7.0015,411
71.852,78.368,64,8.9981,421
68.9,75.632,72,12.998,276
68.9,75.632,72,15.0013,168
68.9,75.632,72,8.9981,122
67.42399999999999,74.273,77,6.0032,112
65.94800000000001,72.905,88,6.0032,52
62.996,70.178,67,6.0032,96
62.996,70.178,69,7.0015,59
62.996,70.178,77,7.0015,50
61.52,68.81899999999999,82,7.0015,23
61.52,68.81899999999999,76,7.0015,17
61.52,68.81899999999999,82,6.0032,10
61.52,68.81899999999999,82,6.0032,13
62.996,70.178,77,6.0032,33
64.47200000000001,71.54599999999998,77,8.9981,59
65.94800000000001,72.905,72,8.9981,141
67.42399999999999,74.273,63,12.998,264
65.94800000000001,72.905,82,7.0015,250
67.42399999999999,74.273,77,7.0015,281
68.9,75.632,63,11.0014,332
68.9,75.632,68,7.0015,238
68.9,75.632,72,0.0,266
68.9,75.632,72,12.998,214
67.42399999999999,74.273,82,16.9979,196
65.94800000000001,72.905,82,6.0032,159
65.94800000000001,72.905,84,7.0015,178
65.94800000000001,72.905,82,0.0,121
65.94800000000001,72.905,82,0.0,105
65.94800000000001,72.905,82,0.0,100
65.94800000000001,72.905,77,12.998,146
65.94800000000001,72.905,72,8.9981,177
65.94800000000001,72.905,72,8.9981,114
64.47200000000001,71.54599999999998,77,15.0013,35
64.47200000000001,71.54599999999998,77,8.9981,16
64.47200000000001,71.54599999999998,77,11.0014,17
64.47200000000001,71.54599999999998,77,8.9981,20
64.47200000000001,71.54599999999998,88,7.0015,62
65.94800000000001,72.905,82,22.0028,209
67.42399999999999,74.273,77,15.0013,371
68.9,75.632,77,19.0012,172
71.852,78.368,77,15.0013,108
74.804,81.095,73,19.9995,130
77.756,86.54899999999999,69,15.0013,187
77.756,86.54899999999999,69,12.998,170
79.232,86.54899999999999,69,15.0013,181
80.708,87.90799999999999,61,12.998,155
80.708,87.90799999999999,61,15.0013,269
80.708,87.90799999999999,65,12.998,537
79.232,86.54899999999999,65,12.998,518
77.756,86.54899999999999,69,8.9981,314
77.756,86.54899999999999,69,8.9981,218
76.28,85.18100000000003,73,7.0015,232
76.28,85.18100000000003,73,0.0,125
73.328,79.727,83,12.998,64
73.328,79.727,83,15.0013,16
73.328,79.727,78,16.9979,14
73.328,79.727,78,16.9979,5
71.852,78.368,83,19.0012,2
70.376,77.0,88,15.0013,4
70.376,77.0,88,8.9981,14
70.376,77.0,94,11.0014,109
71.852,78.368,88,15.0013,265
73.328,79.727,83,19.0012,459
76.28,83.822,78,23.9994,186
79.232,86.54899999999999,69,23.9994,127
80.708,87.90799999999999,65,22.0028,140
82.184,89.27600000000002,61,32.9975,217
83.66,90.635,58,40.9973,194
83.66,90.635,58,35.0008,158
83.66,90.635,58,30.0026,154
85.13600000000001,92.00299999999999,54,31.0009,271
83.66,90.635,54,31.0009,517
83.66,90.635,48,27.9993,544
82.184,89.27600000000002,57,23.9994,365
80.708,87.90799999999999,61,12.998,290
79.232,87.90799999999999,61,30.0026,225
74.804,81.095,60,26.0027,113
73.328,79.727,68,22.0028,62
70.376,77.0,77,11.0014,27
68.9,75.632,82,19.0012,7
68.9,75.632,82,19.0012,4
62.996,70.178,88,35.0008,1
60.044,67.45100000000001,94,22.0028,3
58.568000000000005,61.997,87,22.0028,9
57.092,59.27,93,26.0027,21
57.092,59.27,93,23.9994,52
57.092,59.27,93,26.0027,79
57.092,59.27,93,23.9994,40
57.092,60.63800000000001,93,19.0012,31
61.52,68.81899999999999,82,22.0028,72
64.47200000000001,71.54599999999998,62,23.9994,124
65.94800000000001,72.905,59,30.0026,143
68.9,75.632,51,26.0027,107
67.42399999999999,74.273,51,27.9993,129
68.9,75.632,45,31.0009,195
61.52,68.81899999999999,71,16.9979,410
62.996,70.178,67,16.9979,396
62.996,70.178,58,23.9994,296
61.52,68.81899999999999,62,22.0028,191
61.52,68.81899999999999,62,11.0014,150
60.044,67.45100000000001,62,15.0013,89
58.568000000000005,63.365,62,15.0013,57
58.568000000000005,63.365,66,12.998,27
57.092,61.997,71,12.998,10
57.092,60.63800000000001,66,15.0013,5
57.092,60.63800000000001,66,16.9979,4
57.092,60.63800000000001,66,16.9979,7
57.092,60.63800000000001,66,16.9979,30
57.092,60.63800000000001,66,16.9979,89
60.044,67.45100000000001,58,16.9979,271
62.996,70.178,50,16.9979,440
65.94800000000001,72.905,44,19.0012,184
68.9,75.632,39,19.0012,128
70.376,77.0,36,30.0026,148
70.376,77.0,34,23.9994,196
71.852,78.368,30,39.0007,192
71.852,78.368,28,30.0026,154
73.328,79.727,26,32.9975,147
74.804,81.095,24,27.9993,269
73.328,79.727,26,26.0027,533
73.328,79.727,26,19.0012,520
71.852,78.368,28,15.0013,361
68.9,75.632,34,11.0014,258
68.9,75.632,36,12.998,180
67.42399999999999,74.273,39,12.998,165
65.94800000000001,72.905,41,12.998,115
64.47200000000001,71.54599999999998,44,11.0014,56
61.52,68.81899999999999,62,11.0014,32
60.044,67.45100000000001,62,7.0015,16
58.568000000000005,64.72399999999999,71,7.0015,9
58.568000000000005,64.72399999999999,71,7.0015,1
57.092,63.365,81,7.0015,16
58.568000000000005,64.72399999999999,81,6.0032,82
61.52,68.81899999999999,82,0.0,222
62.996,70.178,77,16.9979,450
65.94800000000001,72.905,67,19.0012,188
71.852,78.368,49,22.0028,127
71.852,78.368,49,22.0028,165
73.328,79.727,49,23.9994,246
74.804,81.095,40,22.0028,253
76.28,87.90799999999999,40,30.0026,213
76.28,87.90799999999999,38,26.0027,260
76.28,87.90799999999999,40,16.9979,344
74.804,81.095,40,23.9994,553
71.852,78.368,52,23.9994,470
71.852,78.368,52,23.9994,292
70.376,77.0,48,7.0015,190
67.42399999999999,74.273,67,8.9981,152
65.94800000000001,72.905,72,15.0013,151
64.47200000000001,71.54599999999998,82,8.9981,120
62.996,70.178,82,8.9981,86
62.996,70.178,82,7.0015,58
62.996,70.178,82,6.0032,52
62.996,70.178,77,6.0032,18
61.52,68.81899999999999,82,7.0015,5
65.94800000000001,72.905,59,8.9981,7
62.996,70.178,77,6.0032,13
67.42399999999999,74.273,59,0.0,40
70.376,77.0,52,12.998,115
71.852,78.368,49,19.0012,218
73.328,79.727,49,19.9995,298
73.328,79.727,43,0.0,347
76.28,87.90799999999999,40,12.998,373
76.28,87.90799999999999,35,19.0012,436
76.28,87.90799999999999,35,11.0014,378
76.28,87.90799999999999,38,16.9979,378
76.28,87.90799999999999,38,12.998,342
74.804,81.095,40,15.0013,354
74.804,81.095,37,11.0014,289
73.328,79.727,43,12.998,267
73.328,79.727,43,8.9981,219
71.852,78.368,49,15.0013,182
71.852,78.368,49,12.998,120
68.9,75.632,59,7.0015,119
68.9,75.632,59,7.0015,100
70.376,77.0,55,0.0,64
67.42399999999999,74.273,63,0.0,59
65.94800000000001,72.905,72,6.0032,31
62.996,70.178,82,0.0,10
64.47200000000001,71.54599999999998,77,0.0,5
64.47200000000001,71.54599999999998,82,0.0,6
65.94800000000001,72.905,82,0.0,23
70.376,77.0,63,8.9981,86
73.328,79.727,52,15.0013,160
74.804,81.095,49,8.9981,244
74.804,81.095,49,6.0032,340
76.28,87.90799999999999,46,6.0032,382
76.28,87.90799999999999,49,8.9981,390
76.28,87.90799999999999,49,0.0,366
76.28,87.90799999999999,49,0.0,358
76.28,87.90799999999999,46,7.0015,385
74.804,81.095,49,19.0012,351
74.804,81.095,49,0.0,268
73.328,79.727,64,0.0,239
70.376,77.0,77,8.9981,174
70.376,77.0,77,6.0032,127
68.9,75.632,88,6.0032,115
65.94800000000001,72.905,88,6.0032,50
65.94800000000001,72.905,82,6.0032,53
64.47200000000001,71.54599999999998,88,0.0,33
64.47200000000001,71.54599999999998,94,0.0,8
65.94800000000001,72.905,82,6.0032,7
62.996,70.178,82,11.0014,4
62.996,70.178,77,11.0014,23
64.47200000000001,71.54599999999998,72,16.9979,89
67.42399999999999,74.273,63,16.9979,237
70.376,77.0,55,15.0013,374
71.852,78.368,56,11.0014,178
73.328,79.727,52,12.998,119
76.28,87.90799999999999,46,15.0013,125
76.28,87.90799999999999,43,12.998,195
77.756,87.90799999999999,38,19.0012,174
77.756,87.90799999999999,41,15.0013,162
77.756,87.90799999999999,41,15.0013,199
79.232,87.90799999999999,38,15.0013,304
77.756,87.90799999999999,38,16.9979,598
77.756,87.90799999999999,38,19.9995,524
74.804,81.095,43,12.998,384
71.852,78.368,49,12.998,239
70.376,77.0,59,8.9981,156
70.376,77.0,68,6.0032,116
68.9,75.632,68,6.0032,61
67.42399999999999,74.273,63,0.0,18
65.94800000000001,72.905,59,6.0032,15
64.47200000000001,71.54599999999998,58,8.9981,5
64.47200000000001,71.54599999999998,54,12.998,4
62.996,70.178,62,16.9979,2
61.52,68.81899999999999,66,15.0013,29
62.996,70.178,67,8.9981,112
64.47200000000001,71.54599999999998,62,8.9981,314
68.9,75.632,51,7.0015,425
70.376,77.0,48,7.0015,205
73.328,79.727,37,6.0032,127
73.328,79.727,43,8.9981,125
76.28,87.90799999999999,38,0.0,217
77.756,87.90799999999999,38,16.9979,202
77.756,87.90799999999999,33,0.0,176
79.232,87.90799999999999,33,6.0032,180
80.708,87.90799999999999,31,7.0015,327
79.232,87.90799999999999,33,0.0,611
79.232,87.90799999999999,29,8.9981,550
76.28,87.90799999999999,43,15.0013,434
71.852,78.368,60,8.9981,291
71.852,78.368,52,0.0,203
70.376,77.0,55,7.0015,150
70.376,77.0,59,8.9981,81
70.376,77.0,55,8.9981,38
68.9,75.632,59,7.0015,20
70.376,77.0,59,0.0,10
68.9,75.632,63,15.0013,3
67.42399999999999,74.273,88,8.9981,2
65.94800000000001,72.905,88,8.9981,20
65.94800000000001,72.905,82,8.9981,99
67.42399999999999,74.273,72,12.998,318
67.42399999999999,74.273,77,16.9979,442
70.376,77.0,72,8.9981,203
71.852,78.368,68,6.0032,154
73.328,79.727,64,6.0032,141
76.28,87.90799999999999,56,0.0,226
77.756,87.90799999999999,50,0.0,193
77.756,87.90799999999999,53,6.0032,177
79.232,87.90799999999999,41,0.0,179
80.708,87.90799999999999,39,0.0,289
79.232,87.90799999999999,47,7.0015,259
77.756,87.90799999999999,50,19.9995,274
73.328,79.727,52,8.9981,401
71.852,78.368,64,8.9981,273
71.852,78.368,60,0.0,234
68.9,75.632,72,16.9979,146
65.94800000000001,72.905,88,16.9979,81
65.94800000000001,72.905,88,15.0013,44
65.94800000000001,72.905,88,15.0013,17
64.47200000000001,71.54599999999998,94,12.998,15
64.47200000000001,71.54599999999998,88,8.9981,5
62.996,70.178,94,0.0,6
62.996,70.178,94,8.9981,29
64.47200000000001,71.54599999999998,88,0.0,112
65.94800000000001,72.905,88,8.9981,297
67.42399999999999,74.273,82,12.998,421
68.9,75.632,77,19.0012,212
71.852,78.368,68,15.0013,147
74.804,81.095,60,15.0013,179
74.804,81.095,60,15.0013,207
77.756,87.90799999999999,57,19.9995,218
77.756,86.54899999999999,61,15.0013,191
79.232,87.90799999999999,53,16.9979,217
79.232,87.90799999999999,57,16.9979,288
79.232,87.90799999999999,57,12.998,594
77.756,86.54899999999999,69,15.0013,527
76.28,86.54899999999999,64,12.998,364
76.28,86.54899999999999,64,12.998,276
73.328,79.727,83,8.9981,223
71.852,78.368,83,12.998,172
71.852,78.368,77,12.998,103
70.376,77.0,83,11.0014,52
70.376,77.0,83,11.0014,20
68.9,75.632,88,8.9981,11
68.9,75.632,88,8.9981,4
68.9,75.632,88,11.0014,5
68.9,75.632,88,12.998,25
68.9,75.632,88,8.9981,82
68.9,75.632,88,11.0014,157
68.9,75.632,88,12.998,387
68.9,75.632,88,12.998,233
70.376,77.0,83,8.9981,130
70.376,77.0,83,11.0014,146
70.376,77.0,88,12.998,223
70.376,77.0,88,26.0027,226
70.376,77.0,87,19.0012,190
70.376,77.0,88,11.0014,198
70.376,77.0,88,8.9981,300
70.376,77.0,88,11.0014,491
70.376,77.0,88,11.0014,398
70.376,77.0,83,12.998,270
70.376,77.0,83,8.9981,152
70.376,77.0,84,11.0014,154
70.376,77.0,83,15.0013,132
68.9,75.632,88,11.0014,119
68.9,75.632,88,8.9981,102
68.9,75.632,88,8.9981,82
68.9,75.632,88,8.9981,52
68.9,75.632,88,8.9981,35
68.9,75.632,82,11.0014,5
68.9,75.632,82,7.0015,14
68.9,75.632,88,7.0015,11
67.42399999999999,74.273,100,0.0,32
68.9,75.632,94,0.0,88
70.376,77.0,94,6.0032,100
70.376,77.0,94,11.0014,167
70.376,77.0,94,8.9981,279
70.376,77.0,100,6.0032,279
70.376,77.0,100,6.0032,248
71.852,78.368,94,8.9981,216
71.852,78.368,94,11.0014,294
71.852,78.368,94,12.998,295
73.328,79.727,88,12.998,272
73.328,79.727,88,15.0013,304
71.852,78.368,94,8.9981,248
71.852,78.368,94,8.9981,157
71.852,78.368,94,15.0013,59
71.852,78.368,94,11.0014,26
70.376,77.0,100,12.998,44
70.376,77.0,100,0.0,39
70.376,77.0,100,7.0015,47
70.376,77.0,100,8.9981,50
70.376,77.0,100,0.0,32
70.376,77.0,100,0.0,13
70.376,77.0,100,7.0015,14
70.376,77.0,100,8.9981,17
70.376,77.0,100,8.9981,42
71.852,78.368,94,8.9981,70
74.804,81.095,83,16.9979,134
74.804,81.095,83,15.0013,226
76.28,83.822,78,15.0013,322
77.756,85.18100000000003,73,19.9995,367
77.756,85.18100000000003,73,19.0012,456
79.232,86.54899999999999,73,12.998,437
80.708,87.90799999999999,69,16.9979,459
79.232,86.54899999999999,69,16.9979,440
73.328,79.727,78,23.9994,392
73.328,79.727,78,16.9979,237
73.328,79.727,83,7.0015,231
71.852,78.368,88,0.0,191
71.852,78.368,88,0.0,151
73.328,79.727,83,0.0,117
71.852,78.368,88,15.0013,69
70.376,77.0,94,7.0015,38
70.376,77.0,94,8.9981,14
68.9,75.632,100,6.0032,13
68.9,75.632,94,11.0014,4
68.9,75.632,100,8.9981,6
68.9,75.632,93,12.998,21
70.376,77.0,88,11.0014,104
70.376,77.0,83,19.0012,272
73.328,79.727,73,19.9995,394
76.28,85.18100000000003,69,12.998,194
77.756,86.54899999999999,65,6.0032,112
79.232,87.90799999999999,57,0.0,185
80.708,87.90799999999999,54,6.0032,209
82.184,89.27600000000002,51,0.0,214
82.184,89.27600000000002,51,0.0,193
85.13600000000001,92.00299999999999,51,0.0,165
76.28,83.822,78,16.9979,226
74.804,81.095,88,15.0013,274
74.804,81.095,83,12.998,453
74.804,81.095,83,16.9979,308
74.804,81.095,83,0.0,198
74.804,81.095,83,0.0,177
73.328,79.727,88,6.0032,127
73.328,79.727,88,6.0032,57
73.328,79.727,88,0.0,31
73.328,79.727,88,0.0,13
73.328,79.727,88,0.0,8
71.852,78.368,94,16.9979,4
71.852,78.368,94,16.9979,4
70.376,77.0,94,16.9979,22
70.376,77.0,94,16.9979,49
70.376,77.0,94,16.9979,151
70.376,77.0,94,19.9995,347
71.852,78.368,88,16.9979,207
71.852,78.368,88,16.9979,104
73.328,79.727,83,27.9993,130
73.328,79.727,83,27.9993,153
73.328,79.727,88,22.0028,172
77.756,85.18100000000003,73,31.0009,184
77.756,86.54899999999999,69,30.0026,210
77.756,86.54899999999999,61,22.0028,290
77.756,86.54899999999999,65,27.9993,604
76.28,85.18100000000003,69,19.9995,480
76.28,85.18100000000003,69,16.9979,349
74.804,81.095,83,27.9993,283
71.852,78.368,88,16.9979,174
71.852,78.368,88,19.0012,98
71.852,78.368,88,16.9979,56
71.852,78.368,88,15.0013,23
71.852,78.368,88,16.9979,12
70.376,77.0,94,15.0013,6
70.376,77.0,94,19.9995,9
70.376,77.0,94,19.9995,3
70.376,77.0,100,15.0013,9
70.376,77.0,100,8.9981,101
71.852,78.368,88,12.998,274
73.328,79.727,88,19.0012,453
73.328,79.727,83,16.9979,202
71.852,78.368,88,19.0012,106
71.852,78.368,94,6.0032,23
73.328,79.727,94,19.9995,54
73.328,79.727,83,22.0028,122
74.804,81.095,78,19.0012,138
76.28,83.822,78,16.9979,167
76.28,85.18100000000003,73,12.998,294
76.28,85.18100000000003,69,8.9981,565
76.28,85.18100000000003,73,15.0013,489
73.328,79.727,88,8.9981,331
73.328,79.727,88,8.9981,213
70.376,77.0,88,0.0,85
70.376,77.0,83,0.0,117
70.376,77.0,94,6.0032,59
70.376,77.0,94,7.0015,29
68.9,75.632,94,0.0,6
68.9,75.632,94,0.0,15
67.42399999999999,74.273,100,0.0,4
67.42399999999999,74.273,94,0.0,5
67.42399999999999,74.273,94,0.0,26
68.9,75.632,94,0.0,103
68.9,75.632,100,0.0,257
70.376,77.0,88,0.0,487
71.852,78.368,88,6.0032,216
71.852,78.368,83,0.0,130
71.852,78.368,88,11.0014,164
74.804,81.095,78,7.0015,168
74.804,81.095,64,16.9979,183
71.852,78.368,73,12.998,180
73.328,79.727,78,11.0014,188
74.804,81.095,64,12.998,302
73.328,79.727,78,11.0014,547
76.28,87.90799999999999,55,11.0014,513
74.804,81.095,60,8.9981,410
71.852,78.368,77,19.0012,282
71.852,78.368,77,19.0012,209
68.9,75.632,82,19.9995,79
67.42399999999999,74.273,94,0.0,72
83.66,92.00299999999999,79,11.0014,34
83.66,92.00299999999999,84,16.9979,17
83.66,92.00299999999999,79,11.0014,3
82.184,89.27600000000002,89,12.998,6
82.184,89.27600000000002,89,15.0013,4
80.708,85.18100000000003,89,6.0032,21
82.184,89.27600000000002,89,6.0032,128
83.66,92.00299999999999,79,11.0014,284
85.13600000000001,94.73,79,12.998,454
86.61200000000001,96.089,74,15.0013,207
88.088,98.816,75,16.9979,115
92.516,104.27,59,15.0013,112
95.468,106.99700000000001,53,0.0,169
98.42,105.638,37,12.998,154
98.42,105.638,37,16.9979,145
98.42,106.99700000000001,39,19.9995,152
95.468,104.27,47,19.9995,266
95.468,104.27,47,19.9995,486
92.516,102.911,56,26.0027,309
86.61200000000001,96.089,79,11.0014,264
86.61200000000001,96.089,79,16.9979,256
86.61200000000001,94.73,70,19.0012,190
86.61200000000001,94.73,66,8.9981,129
86.61200000000001,92.00299999999999,51,11.0014,69
86.61200000000001,90.635,40,23.9994,42
85.13600000000001,90.635,38,7.0015,15
83.66,89.27600000000002,39,0.0,6
80.708,87.90799999999999,44,7.0015,4
80.708,87.90799999999999,41,12.998,3
80.708,87.90799999999999,39,15.0013,31
80.708,87.90799999999999,39,8.9981,113
83.66,89.27600000000002,34,16.9979,304
83.66,89.27600000000002,32,19.9995,467
85.13600000000001,89.27600000000002,26,23.9994,225
85.13600000000001,90.635,28,32.9975,139
86.61200000000001,90.635,28,26.0027,165
88.088,92.00299999999999,25,31.0009,232
91.04,93.362,24,23.9994,203
89.564,92.00299999999999,24,22.0028,185
91.04,93.362,21,26.0027,188
91.04,93.362,22,32.9975,318
88.088,90.635,20,35.0008,572
86.61200000000001,90.635,22,26.0027,525
85.13600000000001,89.27600000000002,23,19.9995,379
83.66,89.27600000000002,24,12.998,337
80.708,87.90799999999999,31,12.998,248
79.232,87.90799999999999,33,16.9979,155
77.756,87.90799999999999,35,15.0013,112
77.756,87.90799999999999,38,19.0012,68
76.28,87.90799999999999,38,23.9994,22
73.328,79.727,43,15.0013,12
71.852,78.368,49,15.0013,5
70.376,77.0,48,22.0028,6
70.376,77.0,48,23.9994,28
71.852,78.368,45,19.9995,106
71.852,78.368,45,16.9979,277
73.328,79.727,43,22.0028,502
74.804,81.095,40,11.0014,230
77.756,87.90799999999999,33,16.9979,161
79.232,87.90799999999999,31,22.0028,192
80.708,87.90799999999999,27,19.0012,259
82.184,87.90799999999999,26,16.9979,248
83.66,89.27600000000002,28,19.0012,240
83.66,89.27600000000002,28,19.0012,212
85.13600000000001,89.27600000000002,26,22.0028,349
85.13600000000001,89.27600000000002,25,19.0012,558
83.66,89.27600000000002,24,19.9995,564
82.184,87.90799999999999,26,19.0012,391
79.232,87.90799999999999,29,11.0014,293
79.232,87.90799999999999,29,7.0015,247
77.756,87.90799999999999,35,0.0,171
74.804,81.095,46,7.0015,171
73.328,79.727,52,0.0,93
71.852,78.368,64,7.0015,94
71.852,78.368,56,12.998,59
70.376,77.0,59,7.0015,18
70.376,77.0,59,6.0032,15
68.9,75.632,64,0.0,8
71.852,78.368,60,0.0,28
73.328,79.727,56,0.0,87
76.28,87.90799999999999,46,6.0032,125
77.756,87.90799999999999,43,8.9981,224
79.232,87.90799999999999,38,7.0015,317
80.708,87.90799999999999,36,8.9981,369
83.66,89.27600000000002,32,11.0014,420
86.61200000000001,90.635,28,8.9981,456
86.61200000000001,90.635,33,15.0013,451
86.61200000000001,90.635,27,27.9993,404
85.13600000000001,90.635,30,8.9981,440
85.13600000000001,90.635,34,16.9979,344
86.61200000000001,90.635,30,11.0014,341
83.66,89.27600000000002,39,6.0032,285
83.66,90.635,48,6.0032,239
80.708,87.90799999999999,47,7.0015,185
79.232,87.90799999999999,57,15.0013,190
79.232,87.90799999999999,57,0.0,150
79.232,87.90799999999999,57,6.0032,113
79.232,87.90799999999999,61,11.0014,96
79.232,87.90799999999999,61,11.0014,64
77.756,86.54899999999999,65,11.0014,47
77.756,86.54899999999999,65,11.0014,12
77.756,86.54899999999999,61,8.9981,6
77.756,86.54899999999999,61,7.0015,21
76.28,85.18100000000003,73,16.9979,27
76.28,85.18100000000003,73,16.9979,98
76.28,83.822,78,12.998,164
77.756,85.18100000000003,73,6.0032,251
79.232,86.54899999999999,69,7.0015,335
79.232,86.54899999999999,69,7.0015,335
80.708,87.90799999999999,65,7.0015,367
83.66,90.635,58,11.0014,385
83.66,90.635,54,0.0,417
85.13600000000001,92.00299999999999,51,6.0032,398
86.61200000000001,92.00299999999999,51,0.0,390
83.66,90.635,58,7.0015,363
82.184,89.27600000000002,65,11.0014,357
80.708,87.90799999999999,69,12.998,279
79.232,86.54899999999999,73,11.0014,165
79.232,85.18100000000003,78,15.0013,130
77.756,85.18100000000003,78,8.9981,86
77.756,85.18100000000003,78,8.9981,29
76.28,82.45400000000002,83,8.9981,14
74.804,81.095,88,7.0015,8
74.804,81.095,88,0.0,5
